qsrank	schoolname	qsstars	overall	academic	employer	faculty	international	internationalstudents	citations	arts	engineering	life	natural	social
457	St. Petersburg State Politechnical University		30.00	0.00	0.00	92.90	1.30	20.20	2.10	0.00	0.00	0.00	0.00	0.00
458	Università  Cattolica del Sacro Cuore	3	30.10	0.00	51.10	29.80	32.40	16.60	23.40	54.40	0.00	61.70	0.00	60.00
459	University of Genoa		30.20	0.00	0.00	8.00	3.00	20.10	62.00	50.50	60.60	62.40	62.60	0.00
460	University of Delaware		29.90	0.00	0.00	22.50	41.60	37.50	59.80	39.90	57.60	0.00	59.50	0.00
461	Bandung Institute of Technology (ITB)	4	29.20	44.80	59.40	22.90	0.00	2.70	2.40	0.00	58.60	0.00	0.00	0.00
462	Bogazici University		29.50	0.00	51.50	26.40	28.90	23.40	19.10	0.00	61.00	0.00	0.00	55.40
463	Goldsmiths, University of London		29.80	34.00	0.00	18.90	86.90	95.00	6.70	0.00	0.00	0.00	0.00	0.00
464	National Sun Yat-sen University		29.50	0.00	0.00	25.00	12.30	8.20	45.60	0.00	58.10	0.00	61.10	54.40
465	Renmin (People’s) University of China		29.60	0.00	55.70	48.10	8.70	16.70	3.80	0.00	0.00	0.00	0.00	64.20
466	Universidad de Costa Rica		29.70	38.80	0.00	48.40	0.00	1.80	2.80	0.00	0.00	0.00	0.00	0.00
467	Universidad de Santiago de Chile - USACH		29.30	47.20	51.30	16.00	11.90	1.30	6.50	0.00	0.00	0.00	0.00	0.00
468	University of Cincinnati		29.40	0.00	0.00	47.40	21.00	17.60	51.90	0.00	0.00	62.40	0.00	0.00
469	University of Guelph		29.20	0.00	39.60	19.40	54.20	18.40	43.10	41.40	0.00	62.10	0.00	0.00
470	University of Tartu		29.60	0.00	0.00	48.80	22.10	8.20	20.20	50.30	0.00	0.00	0.00	53.60
471	American University		29.00	0.00	45.40	47.40	14.90	41.40	6.20	0.00	0.00	0.00	0.00	60.90
472	Aristotle University of Thessaloniki		28.90	39.50	46.10	7.90	2.10	14.20	30.10	55.70	66.10	57.70	63.70	57.20
473	Auckland University of Technology 		28.90	0.00	52.00	34.40	87.50	56.50	7.30	0.00	0.00	0.00	0.00	0.00
474	Bangor University		29.10	0.00	0.00	34.30	72.10	75.60	30.80	0.00	0.00	0.00	0.00	0.00
475	Charles Darwin University 		29.00	0.00	0.00	24.40	67.80	68.80	52.00	0.00	0.00	0.00	0.00	0.00
476	Kansas State University 		29.00	0.00	0.00	6.70	21.10	24.80	82.70	0.00	0.00	52.00	0.00	0.00
477	Kingston University, London		29.10	0.00	54.70	16.20	58.80	96.90	5.70	0.00	0.00	0.00	0.00	53.70
478	Universitat de Valencia		29.00	40.40	0.00	22.50	2.40	14.70	26.60	50.70	56.80	63.70	66.20	57.90
479	Université Montpellier 1		28.90	0.00	0.00	20.40	21.50	49.10	23.20	0.00	0.00	64.60	0.00	0.00
480	University of Pretoria		28.90	40.30	47.20	19.00	12.80	24.60	11.40	47.70	0.00	0.00	0.00	58.60
481	Concordia University		28.70	0.00	43.00	15.50	62.10	85.30	17.40	54.70	58.20	0.00	0.00	56.60
482	Drexel University		28.60	0.00	40.50	44.70	35.80	47.60	37.80	0.00	59.20	54.90	0.00	0.00
483	Lincoln University 		28.80	0.00	0.00	83.40	0.00	0.00	23.10	0.00	0.00	0.00	0.00	0.00
484	National Taiwan Normal University		28.70	33.50	0.00	43.70	18.10	19.40	10.00	0.00	0.00	0.00	0.00	0.00
485	National University of Sciences And Technology (NUST) Islamabad		28.70	0.00	43.90	79.00	5.20	4.80	2.70	0.00	0.00	0.00	0.00	0.00
486	Swinburne University of Technology	4	28.70	0.00	48.90	14.80	73.20	99.30	25.30	44.30	59.50	0.00	0.00	0.00
487	Tongji University		28.80	33.30	49.60	38.40	3.40	9.10	10.50	51.40	65.30	0.00	60.00	55.00
488	Universidad de Zaragoza		28.60	0.00	0.00	52.90	7.00	6.50	16.00	0.00	60.00	0.00	62.20	0.00
489	Universidade Federal de Minas Gerais   	4	28.60	37.80	0.00	33.30	15.00	3.10	17.70	45.00	61.90	53.60	59.20	55.00
490	Universität Duisburg-Essen		28.80	0.00	0.00	27.80	29.40	55.20	41.00	0.00	0.00	61.50	59.20	0.00
491	University of Kentucky		28.70	0.00	0.00	35.20	7.40	12.40	58.80	0.00	0.00	61.50	0.00	0.00
492	University of Oklahoma		28.80	0.00	0.00	51.40	29.30	16.20	35.30	45.20	0.00	57.70	57.80	0.00
493	Al-Imam Mohamed Ibn Saud Islamic University		28.40	0.00	0.00	76.60	99.30	48.70	1.00	0.00	0.00	0.00	0.00	0.00
494	Harbin Institute of Technology		28.50	0.00	43.10	41.30	0.00	6.60	30.30	42.60	70.50	0.00	59.00	0.00
495	People's Friendship University of Russia		28.40	0.00	0.00	84.50	1.70	93.70	1.20	0.00	0.00	0.00	0.00	0.00
496	Universidade Estadual Paulista "Júlio de Mesquita Filho" (UNESP)		28.40	0.00	0.00	44.70	5.80	3.30	13.90	0.00	0.00	0.00	57.70	0.00
497	Université Nice Sophia-Antipolis		28.50	0.00	0.00	28.40	21.90	64.90	29.50	0.00	0.00	0.00	60.20	0.00
498	University of Crete		28.40	0.00	0.00	15.30	4.90	18.20	58.40	0.00	0.00	55.20	60.30	0.00
499	University of Milano-Bicocca 		28.40	0.00	0.00	7.30	0.00	13.10	64.60	41.20	0.00	58.70	62.00	55.50
500	University of Nebraska - Lincoln		28.40	0.00	0.00	35.50	46.20	27.70	36.30	38.10	0.00	57.30	58.90	54.00
501	Ateneo de Manila University		0.00	34.20	61.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
502	Beijing Institute of Technology		0.00	0.00	53.80	41.70	0.00	0.00	0.00	0.00	64.00	0.00	64.70	0.00
503	Carleton University		0.00	0.00	0.00	0.00	34.00	57.90	30.80	50.00	56.70	0.00	0.00	54.90
504	Chang Gung University		0.00	0.00	0.00	58.10	0.00	0.00	58.90	0.00	0.00	58.80	0.00	0.00
505	Chung-Ang University 		0.00	0.00	0.00	64.50	0.00	35.30	0.00	0.00	0.00	0.00	0.00	0.00
506	City University of New York		0.00	48.80	0.00	0.00	0.00	0.00	0.00	62.70	0.00	57.60	62.90	60.80
507	College of William & Mary		0.00	0.00	43.60	46.80	0.00	0.00	30.20	40.20	0.00	0.00	0.00	0.00
508	Dublin Institute of Technology		0.00	0.00	0.00	42.70	45.40	75.70	0.00	0.00	0.00	0.00	0.00	0.00
509	Huazhong University of Science and Technology		0.00	0.00	0.00	62.10	0.00	0.00	0.00	0.00	65.90	52.00	59.10	0.00
510	International Islamic University Malaysia (IIUM)		0.00	0.00	0.00	0.00	56.30	78.70	0.00	0.00	0.00	0.00	0.00	0.00
511	Johannes Kepler University Linz		0.00	0.00	0.00	0.00	84.50	37.80	0.00	0.00	57.90	0.00	60.10	0.00
512	Justus-Liebig-Universität Gießen		0.00	0.00	0.00	0.00	26.30	0.00	42.60	0.00	0.00	61.60	0.00	0.00
513	Kanazawa University		0.00	0.00	0.00	0.00	0.00	0.00	55.90	0.00	0.00	57.30	0.00	0.00
514	Keele University 		0.00	0.00	0.00	0.00	64.40	70.40	36.90	0.00	0.00	0.00	0.00	0.00
515	Koc University 		0.00	0.00	40.60	0.00	65.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
516	Louisiana State University		0.00	0.00	0.00	0.00	0.00	0.00	71.00	0.00	0.00	52.80	0.00	0.00
517	National and Kapodistrian University of Athens		0.00	0.00	41.60	0.00	0.00	0.00	49.70	46.80	57.20	63.10	61.50	53.00
518	National Research University – Higher School of Economics (HSE)	3	0.00	0.00	0.00	90.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
519	National Technical University of Athens		0.00	0.00	59.70	0.00	0.00	0.00	34.10	0.00	71.10	0.00	65.70	0.00
520	Okayama University		0.00	0.00	0.00	74.10	0.00	0.00	34.70	0.00	0.00	52.60	0.00	0.00
521	Sabanci University		0.00	0.00	0.00	46.90	40.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00
522	Southeast University		0.00	0.00	0.00	51.80	0.00	0.00	0.00	0.00	61.80	0.00	0.00	0.00
523	Sultan Qaboos University		0.00	0.00	0.00	63.90	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
524	Technische Universität Braunschweig		0.00	0.00	0.00	45.90	0.00	34.80	0.00	0.00	63.30	0.00	58.60	0.00
525	Technische Universität Dortmund		0.00	0.00	45.20	0.00	0.00	34.60	0.00	0.00	63.80	0.00	63.50	0.00
526	The Catholic University of Korea 		0.00	0.00	0.00	90.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
527	Tianjin University		0.00	0.00	39.70	44.20	0.00	0.00	0.00	38.10	68.30	0.00	59.10	0.00
528	Tokyo Metropolitan University		0.00	0.00	0.00	0.00	0.00	0.00	60.70	0.00	0.00	0.00	58.70	0.00
529	Universidad de Antioquia		0.00	38.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
530	University of Granada		0.00	41.20	0.00	0.00	0.00	30.90	0.00	58.50	59.50	55.70	62.80	57.00
531	Universidad de Palermo		0.00	0.00	42.00	47.30	40.30	91.30	0.00	0.00	0.00	0.00	0.00	0.00
532	Universidad Nacional de Córdoba		0.00	48.60	46.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.20
533	Universidade de Santiago de Compostela		0.00	33.00	0.00	0.00	0.00	0.00	31.40	47.10	0.00	58.70	57.70	53.60
534	Universidade Federal do Rio Grande Do Sul		0.00	39.00	0.00	0.00	0.00	0.00	0.00	43.80	60.30	54.20	0.00	56.30
535	University of Siena		0.00	0.00	0.00	0.00	0.00	0.00	65.80	48.80	0.00	55.60	0.00	0.00
536	University of Trieste		0.00	0.00	0.00	0.00	0.00	0.00	66.40	47.10	0.00	0.00	61.80	0.00
537	Universitas Gadjah Mada		0.00	42.40	39.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
538	Université de Lorraine 		0.00	0.00	0.00	44.00	0.00	49.20	0.00	0.00	57.00	0.00	0.00	0.00
539	Université de Rennes 1		0.00	0.00	0.00	0.00	0.00	36.80	0.00	0.00	0.00	0.00	0.00	0.00
540	University of Alabama		0.00	0.00	0.00	0.00	40.70	0.00	56.60	0.00	0.00	60.00	0.00	0.00
541	University of Bradford		0.00	0.00	0.00	0.00	54.20	93.40	0.00	0.00	0.00	0.00	0.00	53.60
542	University of Hull		0.00	0.00	0.00	0.00	69.10	70.10	32.70	40.10	0.00	0.00	0.00	0.00
543	University of Kwazulu-Natal		0.00	0.00	0.00	0.00	81.60	0.00	0.00	44.10	0.00	52.20	0.00	0.00
544	University of Limerick	4	0.00	0.00	48.50	0.00	95.40	0.00	0.00	0.00	58.80	0.00	0.00	55.10
545	University of South Florida	4	0.00	0.00	0.00	0.00	35.20	0.00	67.80	0.00	0.00	63.50	0.00	0.00
546	University of Stirling		0.00	0.00	0.00	0.00	80.70	71.80	0.00	43.60	0.00	0.00	0.00	55.00
547	University of Szeged		0.00	0.00	0.00	42.40	0.00	0.00	0.00	0.00	0.00	54.20	0.00	0.00
548	University of Vermont		0.00	0.00	0.00	60.30	0.00	0.00	48.90	0.00	0.00	59.00	0.00	0.00
549	Ural Federal University 		0.00	0.00	0.00	93.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
550	Xiamen University		0.00	32.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.40	62.90	55.10
551	Yokohama City University		0.00	0.00	0.00	99.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
552	Aberystwyth University		0.00	0.00	0.00	0.00	62.80	60.70	0.00	44.80	0.00	0.00	0.00	0.00
553	Belarus State University		0.00	0.00	0.00	73.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
554	Cairo University		0.00	42.40	56.50	0.00	0.00	0.00	0.00	0.00	60.50	53.80	0.00	55.80
555	Chiang Mai University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54.90
556	Chonbuk National University		0.00	0.00	0.00	48.70	0.00	0.00	0.00	0.00	0.00	0.00	59.10	0.00
557	Eötvös Loránd University   		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.10	0.00
558	Inha University		0.00	0.00	0.00	69.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
559	Instituto Politécnico Nacional (IPN)		0.00	0.00	49.20	42.80	0.00	0.00	0.00	0.00	58.60	0.00	58.70	0.00
560	Istanbul Technical University		0.00	0.00	52.70	0.00	0.00	0.00	0.00	0.00	64.90	0.00	62.20	0.00
561	Kumamoto University		0.00	0.00	0.00	50.50	0.00	0.00	35.60	0.00	0.00	55.90	0.00	0.00
562	Kyungpook National University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
563	Lehigh University		0.00	0.00	0.00	42.60	0.00	49.70	42.00	0.00	0.00	0.00	0.00	0.00
564	Lingnan University (Hong Kong)		0.00	0.00	0.00	46.30	100.00	51.30	0.00	0.00	0.00	0.00	0.00	0.00
565	Masaryk University		0.00	0.00	0.00	0.00	25.60	57.20	0.00	47.60	0.00	0.00	0.00	0.00
566	Michigan Technological University		0.00	0.00	0.00	43.70	30.10	50.40	0.00	0.00	61.30	0.00	0.00	0.00
567	Murdoch University	3	0.00	0.00	0.00	0.00	89.50	48.10	0.00	0.00	0.00	0.00	0.00	0.00
568	Nagasaki University		0.00	0.00	0.00	84.10	0.00	0.00	0.00	0.00	0.00	52.00	0.00	0.00
569	National Chung Hsing University		0.00	0.00	0.00	0.00	0.00	0.00	42.60	0.00	59.10	0.00	59.60	0.00
570	National Taipei University of Technology		0.00	0.00	0.00	52.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
571	National University of Ireland Maynooth		0.00	0.00	0.00	0.00	81.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00
572	New Jersey Institute of Technology (NJIT)		0.00	0.00	0.00	92.10	0.00	61.30	0.00	0.00	0.00	0.00	0.00	0.00
573	New School University		0.00	0.00	0.00	61.90	0.00	90.60	0.00	0.00	0.00	0.00	0.00	0.00
574	Osaka City University		0.00	0.00	0.00	0.00	0.00	0.00	57.50	0.00	0.00	0.00	0.00	0.00
575	Pontificia Universidad Católica del Perú		0.00	39.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
576	Pontificia Universidade Católica de São Paulo (PUC -SP)		0.00	0.00	51.40	52.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
577	Pontificia Universidade Católica do Rio de Janeiro (PUC - Rio)		0.00	38.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.50
578	Qatar University		0.00	0.00	0.00	0.00	100.00	99.90	0.00	0.00	0.00	0.00	0.00	0.00
579	Rhodes University 		0.00	0.00	0.00	0.00	0.00	80.90	39.10	40.70	0.00	0.00	0.00	0.00
580	Rutgers - The State University of New Jersey, Newark		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
581	Temple University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	49.70	0.00	58.40	0.00	52.90
582	Tokyo University of Agriculture and Technology 		0.00	0.00	0.00	0.00	0.00	0.00	38.00	0.00	0.00	0.00	0.00	0.00
583	Tomsk Polytechnic University		0.00	0.00	0.00	75.30	0.00	41.20	0.00	0.00	0.00	0.00	0.00	0.00
584	Tomsk State University		0.00	0.00	0.00	58.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
585	Umm Al-Qura University 		0.00	0.00	0.00	66.00	98.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
586	Universidad Católica Andrés Bello - UCAB		0.00	34.50	45.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
587	Universidad Central de Venezuela - UCV		0.00	33.30	45.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
588	Universidad de Belgrano		0.00	0.00	0.00	41.60	0.00	78.40	0.00	0.00	0.00	0.00	0.00	0.00
589	Universidad de Concepción		0.00	34.20	39.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
590	Universidad de Sevilla		0.00	39.90	0.00	0.00	0.00	0.00	0.00	52.50	61.10	52.80	59.80	0.00
591	Universidade Catolica Portuguesa, Lisboa		0.00	0.00	50.80	43.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.30
592	Universidade de Brasilia (UnB)		0.00	32.60	0.00	0.00	28.10	0.00	0.00	0.00	0.00	0.00	0.00	54.50
593	University of Houston		0.00	0.00	0.00	0.00	0.00	0.00	40.20	39.60	63.30	53.70	62.50	0.00
594	University of Lisbon 		0.00	35.50	0.00	0.00	0.00	0.00	0.00	49.10	0.00	0.00	0.00	0.00
595	University of Ljubljana		0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.30	0.00	54.10	0.00	54.00
596	University of New Hampshire		0.00	0.00	0.00	61.20	0.00	0.00	30.70	0.00	0.00	0.00	0.00	0.00
597	University of Oregon		0.00	0.00	0.00	0.00	41.20	0.00	0.00	42.90	0.00	52.90	0.00	0.00
598	University of Seoul 		0.00	0.00	0.00	45.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
599	University of South Carolina		0.00	0.00	0.00	0.00	0.00	0.00	0.00	45.10	57.40	52.00	61.50	0.00
600	Virginia Commonwealth University		0.00	0.00	0.00	49.70	0.00	0.00	44.90	0.00	0.00	60.80	0.00	0.00
601	Abu Dhabi University		0.00	0.00	0.00	0.00	100.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00
602	Ain Shams University 		0.00	0.00	50.90	0.00	0.00	0.00	0.00	0.00	57.80	0.00	0.00	0.00
603	Ajou University 		0.00	0.00	0.00	71.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
604	De La Salle University		0.00	0.00	59.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
605	Dongguk University 		0.00	0.00	0.00	59.00	24.70	32.70	0.00	0.00	0.00	0.00	0.00	0.00
606	George Mason University		0.00	0.00	0.00	54.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.90
607	Gifu University		0.00	0.00	0.00	77.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
608	Hacettepe University 		0.00	0.00	0.00	49.90	0.00	0.00	0.00	0.00	0.00	53.50	0.00	0.00
609	Howard University		0.00	0.00	0.00	66.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
610	Indian Institute of Technology Guwahati (IITG)		0.00	0.00	0.00	0.00	0.00	0.00	33.10	0.00	61.30	0.00	0.00	0.00
611	Jilin University		0.00	0.00	0.00	50.30	0.00	0.00	0.00	0.00	58.50	0.00	63.10	0.00
612	Kazan Federal University		0.00	0.00	0.00	57.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
613	King Khalid University		0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
614	Loyola University Chicago		0.00	0.00	0.00	0.00	0.00	0.00	43.00	40.40	0.00	56.70	0.00	0.00
615	Martin-Luther-Universität Halle-Wittenberg		0.00	0.00	0.00	0.00	33.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
616	Memorial University of Newfoundland		0.00	0.00	0.00	47.70	0.00	0.00	0.00	40.60	0.00	0.00	0.00	0.00
617	Missouri University of Science and Technology		0.00	0.00	0.00	0.00	78.20	51.30	35.50	0.00	0.00	0.00	0.00	0.00
618	National Chengchi University	4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.30
619	National Technical University of Ukraine "Kyiv Polytechnic Institute"		0.00	0.00	0.00	69.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
620	Niigata University		0.00	0.00	0.00	69.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
621	Oklahoma State University 		0.00	0.00	0.00	0.00	48.90	0.00	33.60	0.00	0.00	0.00	0.00	0.00
622	Osaka Prefecture University 		0.00	0.00	0.00	61.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
623	Paris Lodron University of Salzburg		0.00	0.00	0.00	0.00	0.00	93.50	0.00	0.00	0.00	0.00	0.00	0.00
624	Sharif University of Technology		0.00	0.00	0.00	0.00	0.00	0.00	47.70	0.00	0.00	0.00	0.00	0.00
625	Smith College		0.00	0.00	0.00	63.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
626	Southern Federal University		0.00	0.00	0.00	79.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
627	Syracuse University		0.00	0.00	0.00	0.00	0.00	51.80	0.00	40.50	0.00	0.00	0.00	56.00
628	Thammasat University		0.00	0.00	42.70	0.00	0.00	0.00	0.00	0.00	58.30	0.00	0.00	61.50
629	Universidad de Guadalajara (UDG)		0.00	0.00	0.00	59.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
630	Universidad de la República (UdelaR)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
631	Universidad Iberoamericana (UIA)		0.00	0.00	50.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
632	Universidad Torcuato Di Tella		0.00	0.00	40.60	0.00	36.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00
633	Universidade Federal da Bahia		0.00	0.00	0.00	79.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
634	Universidade Federal de São Carlos		0.00	0.00	0.00	45.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
635	Universidade Federal de Viçosa		0.00	0.00	0.00	82.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
636	Perugia University		0.00	0.00	0.00	0.00	0.00	0.00	55.80	0.00	0.00	55.80	0.00	0.00
637	Université de Nantes		0.00	0.00	0.00	0.00	0.00	34.90	0.00	0.00	0.00	53.20	0.00	0.00
638	Université Saint-Joseph de Beyrouth		0.00	0.00	0.00	92.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
639	University at Albany SUNY		0.00	0.00	0.00	0.00	0.00	0.00	48.40	0.00	0.00	0.00	0.00	0.00
640	University of Canberra 		0.00	0.00	0.00	0.00	0.00	60.20	0.00	0.00	0.00	0.00	0.00	0.00
641	University of Debrecen		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.50	0.00	0.00
642	University of Johannesburg 		0.00	0.00	39.80	0.00	29.00	0.00	0.00	44.20	0.00	0.00	0.00	0.00
643	University of Mumbai		0.00	0.00	54.70	0.00	0.00	0.00	50.60	0.00	0.00	0.00	0.00	0.00
644	University of Patras		0.00	0.00	0.00	0.00	0.00	0.00	42.40	0.00	63.80	0.00	58.40	0.00
645	University of Tehran		0.00	0.00	42.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
646	University of Ulsan 		0.00	0.00	0.00	66.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
647	University of Ulster		0.00	0.00	0.00	0.00	95.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
648	University of Zagreb		0.00	0.00	0.00	53.40	0.00	0.00	0.00	41.40	0.00	0.00	0.00	0.00
649	Vilnius University 		0.00	0.00	0.00	58.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
650	Warsaw University of Technology		0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	66.10	0.00	59.50	0.00
651	Worcester Polytechnic Institute		0.00	0.00	0.00	0.00	24.30	70.30	0.00	0.00	0.00	0.00	0.00	0.00
652	Al Azhar University 		0.00	0.00	0.00	50.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
653	Bar-Ilan University		0.00	0.00	0.00	0.00	47.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
654	Brno University of Technology		0.00	0.00	44.10	0.00	31.10	43.70	0.00	0.00	58.80	0.00	0.00	0.00
655	Chonnam National University		0.00	0.00	0.00	50.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
656	Chungnam National University		0.00	0.00	0.00	43.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
657	Clark University		0.00	0.00	0.00	0.00	0.00	74.40	0.00	0.00	0.00	0.00	0.00	0.00
658	Clarkson University		0.00	0.00	0.00	0.00	42.40	0.00	40.50	0.00	0.00	0.00	0.00	0.00
659	Corvinus University of Budapest		0.00	0.00	63.80	0.00	0.00	31.30	0.00	0.00	0.00	0.00	0.00	0.00
660	Gunma University		0.00	0.00	0.00	53.50	0.00	0.00	38.20	0.00	0.00	0.00	0.00	0.00
661	Hallym University 		0.00	0.00	0.00	75.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
662	Instituto Tecnológico Autonomo de México (ITAM)		0.00	0.00	46.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
663	Istanbul University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	56.30	0.00	0.00
664	Jordan University of Science & Technology	3	0.00	0.00	48.60	0.00	0.00	81.30	0.00	0.00	58.00	0.00	0.00	0.00
665	Kasetsart University		0.00	33.10	0.00	0.00	0.00	0.00	0.00	0.00	57.30	0.00	0.00	53.00
666	Kazakh-British Technical University		0.00	0.00	0.00	52.30	39.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00
667	Khazar University		0.00	0.00	0.00	46.90	44.40	30.70	0.00	0.00	0.00	0.00	0.00	0.00
668	London Metropolitan University		0.00	0.00	0.00	0.00	75.40	99.80	0.00	0.00	0.00	0.00	0.00	0.00
669	Middlesex University		0.00	0.00	0.00	0.00	84.50	99.70	0.00	0.00	0.00	0.00	0.00	0.00
670	Pontificia Universidad Católica de Valparaíso		0.00	0.00	42.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
671	Pontificia Universidade Católica do Rio Grande do Sul		0.00	0.00	0.00	49.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
672	Qafqaz University 		0.00	0.00	0.00	0.00	62.20	40.30	0.00	0.00	0.00	0.00	0.00	0.00
673	Ritsumeikan University		0.00	0.00	0.00	0.00	41.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00
674	Shandong University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.60	57.50	0.00	62.50	0.00
675	University of St. Kliment Ohridski		0.00	0.00	0.00	52.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
676	South Kazakhstan State University (SKSU)		0.00	0.00	0.00	70.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
677	Southern Methodist University		0.00	0.00	0.00	49.70	0.00	31.80	0.00	0.00	0.00	0.00	0.00	0.00
678	Universidad Adolfo Ibáñez		0.00	0.00	63.10	0.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
679	Universidad Autónoma del Estado de México		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
680	Universidad Autónoma Metropolitana (UAM)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
681	Universidad de Alcalá	4	0.00	0.00	0.00	0.00	0.00	46.20	0.00	0.00	0.00	0.00	0.00	0.00
682	Universidad Nacional Costa Rica		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
683	Universidad Nacional de Mar del Plata		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
684	Universidad Peruana Cayetano Heredia		0.00	0.00	0.00	54.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
